index,qid1,qid2,qid2_13_text,qid8_text,qid9_text,qid5,qid5_9_text,qid50,qid50_11_text,qid53_text,qid10_1,qid10_2,qid10_3,qid10_4,qid10_5,qid13,qid15_text,qid3,qid4,qid6,qid7,qid7_9_text,qid16,qid17,qid18,qid19_text,qid20,qid21,qid21_6_text,qid22_text,qid39,qid40_text,qid41_text,qid42_text,qid54_text,qid55_text,qid56,qid56_9_text,qid23,qid24_text,qid26,qid25_text,qid27_text,qid52,qid52_3_text,qid28_1,qid28_2,qid49_text,qid38_text,qid43_nps_group,qid43,qid44_text,qid58,qid59_text,q_unansweredpercentage,q_unansweredquestions,duration_secs
430,"T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Off-campus experiences or trips ,Concerts or live music ,Sports/spectator events ",[],[],[],"Performance,Competition,Learning new things ",[],"Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,African/Caribbean",[],[],0.0,15.0,50.0,25.0,10.0,Yes,[],"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Saturday afternoons ,Sunday afternoons ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Required registration",[],"Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,[],A week,Email,[],"['email', 'text']",Senior,['neuroscience'],[],[],[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Yes,[],No,[],[],,[],L,L,[],[],Passive,8.0,[],Ninja Creami,[],0.35,"QID9,QID8,QID52,QID41,QID42,QID19,QID53,QID54,QID15,QID27,QID59,QID55,QID38,QID44",250.0
431,I'm a freshman!,"Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ,Workshops/skill-building ",[],[],[],"Free food/snacks,Learning new things ,Cultural representation",[],"Asian (Chinese, Japanese, Korean, Thai, etc.),African/Caribbean,Desserts/sweets focused",[],[],0.0,5.0,100.0,100.0,0.0,Yes,[],"Weekday evening (after 6pm) ,Friday evenings,Saturday evenings ,Sunday evenings ","Medium (30-80 people),Small (<20 people)",Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Event cost,Didn’t interest me,Travel time",[],"Friday ,Saturday ",Evening (4pm–8pm) ,Yes,[],Two weeks or more,"Email,Social media ,Posters/flyers ,Friends",[],[],Freshman,['bme'],"['nigeria', 'new', 'york']","['food', 'owanbe', 'party']",[],['christmas'],"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],No,[],[],,[],S,M,[],"['mug', 'lamp']",,,[],Hatch Alarm Clock,[],0.275,"QID9,QID8,QID52,QID19,QID53,QID24,QID54,QID27,QID59,QID22,QID44",481.0
432,,,[],[],[],,[],,[],[],,,,,,,[],,,,,[],,,,[],,,[],[],,[],[],[],[],[],,[],,[],,[],[],,[],,,[],[],,,[],,[],0.0,,10.0
433,,,[],[],[],,[],,[],[],,,,,,,[],,,,,[],,,,[],,,[],[],,[],[],[],[],[],,[],,[],,[],[],,[],,,[],[],,,[],,[],0.0,,16.0
434,"T-shirt or swag giveaways,Spring Comedian at Severance Hall,Drone Show ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Arts & Crafts  ",[],"['maybe', 'breakfastbrunch', 'event', 'breakfast', 'food']",[],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Cultural representation",[],"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian",[],"['wonton', 'gourmet', 'banana', 'blossom']",5.0,15.0,400.0,200.0,5.0,Yes,[],"Friday evenings,Saturday afternoons ,Saturday evenings ",No preference, Require advance registration ,"Didn’t hear about it,Bad timing,Required registration",[],"Friday ,Saturday ","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['go', 'le', 'long', 'event']",A week,"Email,Social media ,Posters/flyers ",[],[],Senior,"['international', 'study', 'political', 'science']","['austin', 'texas', 'usa']",[],[],"['lunar', 'new', 'year']","Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Yes,[],No,[],"['attending', 'event']",Other:,[],M,M,[],"['picnic', 'blanket', 'sweatshirt', 'sticker', 'water', 'bottle']",Passive,7.0,"['walk', 'event']",Ninja Creami,[],0.075,"QID22,QID59,QID9",25415.0
435,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",[],"['buildyourown', 'food', 'bowl', 'popup']",[],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",[],"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Indian/South Asian,Other:","['variety', 'vegetarian', 'option', 'please']",['bombay_chaat'],0.0,0.0,0.0,0.0,0.0,No,[],"Weekday lunchtime (12–2pm),Weekday evening (after 6pm) ,Friday evenings","Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Bad timing,Too crowded,Other:","['lack', 'vegetarian', 'option']","Monday,Wednesday ,Thursday ,Friday ",Evening (4pm–8pm) ,No,[],3–5 days before,"Email,Social media ,Friends",[],['email'],Junior,"['cognitive', 'science']","['santa', 'clara', 'ca', 'usa']",[],[],[],"Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,"['vegetarian', 'option']",No,[],"['bringing', 'meeting', 'friend', 'event']",Vegetarian,[],XS,XS,[],['hoodiesweatshirt'],Detractor,5.0,"['vegetarian', 'option', 'food']",Hatch Alarm Clock,[],0.0256410256410256,QID9,352.0
436,,,[],[],[],,[],,[],[],,,,,,,[],,,,,[],,,,[],,,[],[],,[],[],[],[],[],,[],,[],,[],[],,[],,,[],[],,,[],,[],0.0,,12.0
437,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Spring Comedian at Severance Hall","Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",[],"['interacting', 'w', 'people', 'event']",[],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",[],"['better', 'thai', 'spot']",0.0,50.0,150.0,100.0,,Yes,[],Sunday evenings ,Huge (300-600 people), Require advance registration ,"Didn’t hear about it,Bad timing,Too crowded",[],"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,[],1–2 days before ,Tabling,[],[],Sophomore,['nursing'],['ore'],[],[],[],"Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Usually,[],No,[],[],Vegetarian,[],S,M,[],"['fun', 'unique']",Detractor,4.0,"['busy', 'waste', 'item']",Hatch Alarm Clock,[],0.1707317073170731,"QID9,QID19,QID24,QID15,QID27,QID59,QID22",213.0
438,,,[],[],[],,[],,[],[],,,,,,,[],,,,,[],,,,[],,,[],[],,[],[],[],[],[],,[],,[],,[],[],,[],,,[],[],,,[],,[],0.0,,237.0
439,,,[],[],[],,[],,[],[],,,,,,,[],,,,,[],,,,[],,,[],[],,[],[],[],[],[],,[],,[],,[],[],,[],,,[],[],,,[],,[],0.0,,14.0
440,,,[],[],[],,[],,[],[],,,,,,,[],,,,,[],,,,[],,,[],[],,[],[],[],[],[],,[],,[],,[],[],,[],,,[],[],,,[],,[],0.0,,15.0
441,"I'm a freshman!,None of these","Concerts or live music ,Luncheons or mixers,Sports/spectator events ",[],"['like', 'live', 'music']","['malcom', 'todd', 'good', 'dint', 'know', 'liked']","Free food/snacks,Socializing/meeting new people ,Live entertainment",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",[],"['im', 'sure']",0.0,50.0,0.0,0.0,20.0,Yes,[],I will attend all events,No preference,Either is fine,"Didn’t hear about it,Bad timing",[],"Monday,Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",No,[],3–5 days before,"Email,Friends",[],"['email', 'instagram']",Freshman,['undecided'],['philly'],[],[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Yes,[],Yes,[],['people'],Other:,[],XL,XL,[],"['case', 'shoe', 'kitchen', 'equipment', 'cash', 'throwback', 'casewestern', 'reserve', 'merch', 'gift', 'card']",,,"['guy', 'good', 'job', 'already']",Air Fryer,['long'],0.0,,323.0
442,,,[],[],[],,[],,[],[],,,,,,,[],,,,,[],,,,[],,,[],[],,[],[],[],[],[],,[],,[],,[],[],,[],,,[],[],,,[],,[],0.0,,41515.0
443,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ","Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ,Workshops/skill-building ",[],[],[],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Performance",[],"Italian (pasta, pizza, gelato),Indian/South Asian,Desserts/sweets focused",[],[],5.0,10.0,0.0,0.0,0.0,No,[],"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference, Require advance registration ,"Didn’t hear about it,Bad timing,Too crowded,Required registration,Event cost,Didn’t interest me",[],"Saturday ,Sunday","Morning (8am–12pm) ,Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['le', 'bc', 'im', 'studying', 'would', 'special', 'shortdrop', 'drop', 'event']",Two weeks or more,"Email,Social media ,Posters/flyers ",[],['email'],Sophomore,"['material', 'science', 'engineering']","['lancaster', 'pa']",[],[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village),Other:",['theater'],Yes,[],No,[],[],Other:,['none'],XS,M,[],['shirt'],Detractor,6.0,[],Air Fryer,[],0.2307692307692307,"QID9,QID8,QID42,QID53,QID54,QID27,QID59,QID55,QID44",311.0
444,None of these,"Pop-up cafes (e.g., bakery, matcha) ,Arts & Crafts  ,Workshops/skill-building ",[],"['food', 'festival', 'includes', 'filipino', 'dish', 'dessert']",[],Learning new things ,[],"Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.)",[],[],20.0,0.0,0.0,0.0,5.0,No,[],Friday evenings,"Gigantic (>1000 people),Huge (300-600 people)",Walk-in Only (First come first serve),"Bad timing,Required registration,Event cost,Have beef with UPB",[],"Thursday ,Friday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['priority', 'would', 'study', 'concentrated', 'one', 'area', 'excursion', 'feel', 'like', 'waste', 'time', 'unless', 'close', 'safe', 'also', 'ill', 'eat', 'regular', 'dining', 'hall', 'cook', 'know', 'im', 'going', 'hungry', 'soon', 'studying', 'relaxing']",3–5 days before,Email,[],['email'],Sophomore,['history'],"['chicago', 'il']",['nope'],[],[],"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum)",[],Yes,[],No,[],"['knowing', 'people', 'campus']",Other:,"['na', 'accidentally', 'chose', 'option']",M,M,[],"['giving', 'away', 'rice', 'cooker']",Detractor,5.0,"['cant', 'say', 'havent', 'attended', 'event']",Ninja Creami,"['good', 'already']",0.0,,1381.0
445,"Food Truck Festival,T-shirt or swag giveaways,UPBeat Spring Concert,Drone Show ","Swag/giveaway events ,Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ",[],"['im', 'pretty', 'sure', 'annual', 'event', 'excited', 'spring_comedian']","['drone_show', 'favorite', 'event']","Free food/snacks,Swag (shirts, water bottles, etc.) ,Performance",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato)",[],"['caribe', 'bake', 'shop', 'food', 'pupuseria', 'antojitos', 'guanaquitas']",10.0,25.0,250.0,150.0,10.0,Yes,[],"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ",Medium (30-80 people),Either is fine,"Didn’t hear about it,Too crowded,Required registration",[],"Monday,Wednesday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,['yes'],A week,"Email,Social media ",[],['instagram'],Senior,"['comp', 'sci']","['woodbridge', 'va']","['latin', 'american', 'food']",[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Usually,[],No,[],[],,[],M,M,[],"['blanket', 'slipper']",Passive,7.0,[],Hatch Alarm Clock,[],0.1219512195121951,"QID52,QID24,QID27,QID59,QID44",1097.0
446,"T-shirt or swag giveaways,UPBeat Spring Concert,Thwing Tuesday","Swag/giveaway events ,Concerts or live music ,Club or organization collaborations ",[],"['club', 'olympics', 'different', 'club', 'compete', 'around', 'week', 'get', 'campus', 'involved']",['upbeat_spring_concert'],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",[],"American comfort (burgers, BBQ, wings),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),African/Caribbean",[],"['luna', 'bakery']",0.0,5.0,200.0,150.0,0.0,Yes,[],"Weekday late afternoon (4–6pm) ,Friday evenings",No preference,Walk-in Only (First come first serve),"Didn’t hear about it,Bad timing,Required registration,Event cost",[],"Friday ,Saturday ,Sunday",Evening (4pm–8pm) ,Yes,[],,,[],[],,[],[],[],[],[],,[],,[],,[],[],,[],,,[],[],,,[],,[],0.0,,325.0
447,"T-shirt or swag giveaways,Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Drone Show ,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",[],[],[],"Free food/snacks,Swag (shirts, water bottles, etc.) ",[],"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian,Desserts/sweets focused",[],[],0.0,10.0,0.0,0.0,0.0,Yes,[],"Saturday afternoons ,Sunday afternoons ","Large (80-150 people) ,Medium (30-80 people),Small (<20 people)", Require advance registration ,"Bad timing,Too crowded,Event cost",[],"Monday,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,"['le', 'free', 'time', 'le', 'willing', 'attend', 'event']",A week,"Email,Social media ,Posters/flyers ,Friends",[],['email'],Junior,['biochemistry'],"['joliet', 'il']","['maybe', 'event', 'around', 'hispanic', 'heritage', 'month']",[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Yes,[],No,[],[],,[],M,M,[],"['hoodiescrewnecks', 'shot', 'glass']",Passive,7.0,[],Ninja Creami,[],0.225,"QID9,QID8,QID52,QID53,QID54,QID27,QID59,QID55,QID44",37999.0
448,"Food Truck Festival,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),UPBeat Spring Concert,Thwing Tuesday","Food Festivals ,Off-campus experiences or trips ,Concerts or live music ",[],[],[],"Socializing/meeting new people ,Performance,Live entertainment",[],"Asian (Chinese, Japanese, Korean, Thai, etc.),African/Caribbean,Desserts/sweets focused",[],[],,,,,,Yes,[],"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Large (80-150 people) ,Either is fine,"Didn’t hear about it,Bad timing,Required registration",[],"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,[],3–5 days before,"Email,Social media ,Friends",[],[],Junior,['nursing'],[],[],[],[],"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown)",[],Yes,[],No,[],[],Other:,[],M,L,[],[],Passive,8.0,[],Air Fryer,[],0.375,"QID9,QID8,QID41,QID42,QID19,QID53,QID10,QID54,QID15,QID27,QID59,QID22,QID55,QID38,QID44",369.0
449,,,[],[],[],,[],,[],[],,,,,,,[],,,,,[],,,,[],,,[],[],,[],[],[],[],[],,[],,[],,[],[],,[],,,[],[],,,[],,[],0.0,,45290.0
450,"Food Truck Festival,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday","Food Festivals ,Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ",[],"['food_truck', 'festival']",['sure'],"Free food/snacks,Socializing/meeting new people ,Live entertainment",[],"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian",[],['cilantro'],0.0,0.0,0.0,0.0,0.0,Yes,[],"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,Bad timing,[],"Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",No,[],A week,"Email,Social media ,Friends",[],"['email', 'nice']",Sophomore,['economics'],"['oklahoma', 'city']",['nope'],['nope'],['nope'],"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Yes,[],No,[],"['going', 'place', 'campus']",Vegetarian,[],M,M,[],"['art', 'made', 'student', 'clothing', 'smaller', 'upb', 'logo', 'focus', 'artwork']",Promoter,9.0,['sure'],Air Fryer,[],0.0256410256410256,QID59,526.0
451,,,[],[],[],,[],,[],[],,,,,,,[],,,,,[],,,,[],,,[],[],,[],[],[],[],[],,[],,[],,[],[],,[],,,[],[],,,[],,[],0.0,,2069.0
452,"T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Thwing Tuesday","Swag/giveaway events ,Off-campus experiences or trips ,Concerts or live music ",[],"['one', 'random', 'day', 'club', 'gave', 'away', 'free', 'chickfila', 'freshman', 'class', 'really', 'fun', 'something', 'like', 'day', 'different', 'class']","['love', 'kalahari', 'trip']","Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",[],"American comfort (burgers, BBQ, wings),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",[],"['bonchon', 'prestis', 'bibbibop']",5.0,20.0,0.0,0.0,10.0,Yes,[],"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Didn’t interest me,Travel time",[],"Monday,Friday ,Saturday ,Sunday",Evening (4pm–8pm) ,Yes,"['probably', 'wouldnt', 'go', 'anything', 'midterm', 'final', 'unless', 'completly', 'done']",A week,"Email,Social media ,Posters/flyers ,Friends",[],"['social', 'medium', 'poster']",Junior,"['chemical', 'biology', 'pre', 'med']","['pittsburgh', 'pa']","['hispanic', 'culture']","['love', 'music', 'show']","['st', 'patrick', 'day', 'stuff', 'would', 'fun']","Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center)",[],Yes,[],No,[],"['big', 'event', 'everyone']",,[],M,L,[],"['cool', 'cwru', 'merch', 'feel', 'like', 'normal', 'merch', 'fun', 'enough']",Passive,8.0,"['block', 'time', 'something', 'fro', 'registration', 'deosnt', 'crash']",Ninja Creami,[],0.05,"QID52,QID59",618.0
453,"T-shirt or swag giveaways,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",[],[],[],"Free food/snacks,Swag (shirts, water bottles, etc.) ",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",[],[],,,,,,Yes,[],"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Saturday afternoons ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,"Bad timing,Too crowded,Event cost",[],"Monday,Tuesday ,Wednesday ,Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Evening (4pm–8pm) ",Yes,[],A week,"Email,Social media ,Posters/flyers ",[],[],Sophomore,['neuroscience'],"['philadelphia', 'pa']",[],[],[],"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown)",[],Yes,[],No,[],[],,[],XL,XL,[],"['idk', 'thing', 'university', 'student', 'could', 'use', 'daytoday', 'life', 'gift', 'card', 'local', 'place', 'bag', 'clothes', 'usw']",Promoter,10.0,"['event', 'pretty', 'awesome']",Ninja Creami,[],0.25,"QID9,QID8,QID52,QID19,QID53,QID10,QID15,QID27,QID59,QID22",416.0
454,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),Drone Show ,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",[],[],[],"Free food/snacks,Swag (shirts, water bottles, etc.) ,Cultural representation",[],"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",[],[],0.0,40.0,150.0,150.0,0.0,Yes,[],"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Bad timing,Required registration,Event cost",[],"Monday,Wednesday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,"['would', 'le', 'inclined', 'join', 'event', 'stop', 'go', 'id', 'willing']",A week,Email,[],[],Senior,"['computer', 'science']","['ho', 'chi', 'minh', 'city', 'vietnam']",['food'],['food'],"['tet', 'celebration']","Sports games (Guardians, Cavs, Browns, Monsters),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",[],Yes,[],No,[],[],Other:,[],M,L,[],"['cwru', 'school', 'swag', 'bookstore', 'monitor', 'macbook', 'waterbottles']",Promoter,10.0,[],Ninja Creami,[],0.175,"QID9,QID8,QID53,QID27,QID59,QID22,QID44",392.0
455,,,[],[],[],,[],,[],[],,,,,,,[],,,,,[],,,,[],,,[],[],,[],[],[],[],[],,[],,[],,[],[],,[],,,[],[],,,[],,[],0.0,,27.0
456,I'm a freshman!,"Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Off-campus experiences or trips ",[],"['lake', 'trip']","['im', 'freshman']","Free food/snacks,Socializing/meeting new people ,Learning new things ",[],"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian",[],['lekko'],0.0,20.0,200.0,150.0,20.0,Yes,[],"Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,"Bad timing,Didn’t interest me",[],"Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,"['depends', 'study']",3–5 days before,"Email,Social media ,Posters/flyers ,Friends",[],['email'],Freshman,['accounting'],"['goshen', 'new', 'york']",[],[],[],"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",[],Yes,[],No,[],['event'],Other:,[],M,M,[],['electronics'],,,['idk'],Ninja Creami,[],0.0,,416.0
