index,qid1,qid2,qid2_13_text,qid8_text,qid9_text,qid5,qid5_9_text,qid50,qid50_11_text,qid53_text,qid10_1,qid10_2,qid10_3,qid10_4,qid10_5,qid13,qid15_text,qid3,qid4,qid6,qid7,qid7_9_text,qid16,qid17,qid18,qid19_text,qid20,qid21,qid21_6_text,qid22_text,qid39,qid40_text,qid41_text,qid42_text,qid54_text,qid55_text,qid56,qid56_9_text,qid23,qid24_text,qid26,qid25_text,qid27_text,qid52,qid52_3_text,qid28_1,qid28_2,qid49_text,qid38_text,qid43_nps_group,qid43,qid44_text,qid58,qid59_text,q_unansweredpercentage,q_unansweredquestions,duration_secs
289,I'm a freshman!,"Swag/giveaway events ,Off-campus experiences or trips ,Workshops/skill-building ",,Book fair Or something with books,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,,,,,,,No,,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Bad timing,Too crowded,Event cost,Didn’t interest me,Travel time",,"Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Morning (8am–12pm) ,Evening (4pm–8pm) ",Yes,I will be studying a LOT more ,A week,"Email,Social media ,Posters/flyers ,Friends,Tabling",,Email,Freshman,Environmental Studies and Biology,Toledo OH,not really,Anything to do with books maybe photography or exploring nature but I think you already have outdoor exploring events planned,nah,"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Usually,,No,,,,,S,S,,notebooks books coloring books bookmarks backpacks NICE waterbottles food any kind of food containers lol lotion chapstick notepads candy,,,If it is a big event have lots of different options of activities for people to do,Air Fryer,No I like how all the questions arent required,0.1282051282051282,"QID52,QID53,QID24,QID10,QID27",653.0
290,UPBeat Spring Concert,"Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ",,Upbeats ,Upbakery,"Free food/snacks,Swag (shirts, water bottles, etc.) ",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,Idk,0.0,0.0,0.0,0.0,0.0,No,,Friday evenings,Large (80-150 people) ,Either is fine,Event cost,,"Friday ,Saturday ,Sunday",Evening (4pm–8pm) ,Yes,Not going,A week,Friends,,Posters,Sophomore,Engineering,Arizona ,Cowboy,No,Jo,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,,,L,L,12.0,Shoes,Detractor,6.0,,Ninja Creami,No questions about shoes,0.1,"QID24,QID27,QID44,QID52",208.0
291,Food Truck Festival,"Swag/giveaway events ,Tournaments (video games, board games, etc.) ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Competition",,Desserts/sweets focused,,,,,,,,,,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",Large (80-150 people) , Require advance registration ,Bad timing,,"Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,,A week,"Email,Social media ",,,Junior,Mechanical engineering,nj,,,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum)",,Yes,,No,,,,,M,M,8.5,gift cardscool stuff,Passive,7.0,,Air Fryer,,0.358974358974359,"QID9,QID8,QID52,QID42,QID19,QID53,QID13,QID10,QID54,QID27,QID59,QID22,QID55,QID44",227.0
292,"Food Truck Festival,T-shirt or swag giveaways,I'm a freshman!","Major shows or performances (comedians, drone show, etc.) ,Tournaments (video games, board games, etc.) ,Workshops/skill-building ",,Paintball,Paintball,"Free food/snacks,Performance,Competition",,"American comfort (burgers, BBQ, wings),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.)",,Den,15.0,5.0,20.0,14.0,46.0,Yes,65.0,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ",Small (<20 people),Walk-in Only (First come first serve),"Bad timing,Too crowded,Required registration",,"Wednesday ,Friday ,Saturday ","Afternoon (12pm–4pm) ,Night (after 8pm)",Yes,,1–2 days before ,"Email,Social media ,Posters/flyers ,Friends,Tabling",,,Freshman,Aero,Ny,Paintball ,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,Yes,,,,,L,L,12.0,Jordans,,,,Ninja Creami,Moee,0.2195121951219512,"QID52,QID19,QID24,QID54,QID25,QID27,QID22,QID55,QID44",235.0
293,"Food Truck Festival,T-shirt or swag giveaways,UPBeat Spring Concert,Arts & Crafts (e.g., Brightening Blooms, UPBling)","Food Festivals ,Off-campus experiences or trips ,Sports/spectator events ",,ALL U CAN EAT BASEBALL GAME,ALL U CAN EAT BASEBALL GAME,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.)",,,,30.0,,,,Yes,30.0,I will attend all events,Gigantic (>1000 people), Require advance registration ,Didn’t hear about it,,"Saturday ,Sunday",Evening (4pm–8pm) ,No,,A week,"Email,Social media ,Posters/flyers ",,Email,Senior,BMe,Russia,No,No,Hudson relay,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center)",,Yes,,No,,Eventa,,,XL,L,11.5,Hoodies,Promoter,10.0,More events,Ninja Creami,,0.0769230769230769,"QID52,QID53,QID59",587.0
294,I'm a freshman!,"Concerts or live music ,Sports/spectator events ,Tournaments (video games, board games, etc.) ",,,,"Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ,Live entertainment",,African/Caribbean,,,,,,,,,,"Weekday late afternoon (4–6pm) ,Friday evenings,Saturday afternoons ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,Didn’t interest me,,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,3–5 days before,"Social media ,Friends",,,Freshman,Nursing,CT,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,,,,S,M,7.0,,,,,Ninja Creami,Shorter,0.3684210526315789,"QID9,QID8,QID52,QID42,QID19,QID53,QID13,QID10,QID54,QID27,QID22,QID55,QID38,QID44",298.0
295,I'm a freshman!,"Concerts or live music ,Luncheons or mixers,Sports/spectator events ",,Concerts,Casino night,Live entertainment,,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Indian/South Asian",,,,,,,,,,"Friday evenings,Saturday afternoons ,Sunday afternoons ,Sunday evenings ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Bad timing",,"Thursday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",No,,A week,"Social media ,Posters/flyers ,Friends",,,Freshman,bme ,,,,,"Sports games (Guardians, Cavs, Browns, Monsters)",,Yes,,No,,,Halal / Kosher,,M,L,12.0,,,,,Ninja Creami,,0.3243243243243243,"QID41,QID42,QID53,QID13,QID10,QID54,QID27,QID59,QID22,QID55,QID38,QID44",312.0
296,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,,0.0,0.0,0.0,0.0,0.0,No,,"Weekday late afternoon (4–6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ",No preference,Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Event cost,Didn’t interest me",,"Monday,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,,3–5 days before,"Email,Posters/flyers ",,,Freshman,Astronomy,Ohio ,Chinese,,,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,Yes,,,,,S,S,6.5,,,,,Air Fryer,,0.3333333333333333,"QID9,QID8,QID52,QID19,QID53,QID54,QID25,QID27,QID59,QID22,QID55,QID38,QID44",282.0
297,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Major shows or performances (comedians, drone show, etc.) ",,Food,Concert,"Free food/snacks,Competition,Cultural representation",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,Any,0.0,0.0,0.0,0.0,0.0,No,,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ,I will attend all events","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people),Small (<20 people),No preference",Walk-in Only (First come first serve),"Didn’t hear about it,Bad timing",,Saturday ,Morning (8am–12pm) ,Yes,,A week,Tabling,,,Freshman,Computer engineering,Taiwan,Boba naking,Nay,No,"Sports games (Guardians, Cavs, Browns, Monsters)",,No,,No,,,Halal / Kosher,,L,L,29.5,Any,,,Nothing,Air Fryer,,0.1282051282051282,"QID19,QID24,QID27,QID59,QID22",195.0
298,I'm a freshman!,"Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ,Tournaments (video games, board games, etc.) ",,Multiple casino night,casino night,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese)",,mitchells,0.0,50.0,50.0,50.0,50.0,Yes,100.0,Friday evenings,Medium (30-80 people),Either is fine,Required registration,,Wednesday ,Afternoon (12pm–4pm) ,Yes,yes,Two weeks or more,"Email,Social media ,Posters/flyers ",,email,Freshman,econ pre med,egypt,idk maybe,gambling,ramadan,"Sports games (Guardians, Cavs, Browns, Monsters)",,Usually,,Yes,ADHD,,Halal / Kosher,,L,XL,12.0,case merch shoeslegos,,,Ask students what they want keep doing wha works like casino night but more often ,Ninja Creami,make it shorter,0.048780487804878,"QID24,QID27",398.0
299,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Performance",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Desserts/sweets focused",,Bibibop,0.0,0.0,0.0,0.0,0.0,No,,"Saturday afternoons ,Sunday afternoons ",Large (80-150 people) , Require advance registration ,"Didn’t hear about it,Too crowded,Event cost",,"Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ",Yes,Depends on workload,A week,"Email,Posters/flyers ,Friends",,Email,Freshman,Biology,Maryland,Yes food,Sports,Lunar new year,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,Other:,,L,L,8.0,,,,,Ninja Creami,,0.1794871794871795,"QID9,QID8,QID24,QID27,QID59,QID38,QID44",386.0
300,"Food Truck Festival,UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday","Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,More swag giveaways,Swag giveaways,"Free food/snacks,Swag (shirts, water bottles, etc.) ",,"American comfort (burgers, BBQ, wings),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,Desserts/sweets focused",,Bombay chatt,0.0,20.0,200.0,100.0,0.0,Yes,,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ","Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Walk-in Only (First come first serve),"Didn’t hear about it,Bad timing,Too crowded,Event cost",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Huh,Two weeks or more,"Email,Social media ",,SM,Senior,MechE,Madison WI ,Nah,Nah,Nah,"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,Yes,,,,,L,XL,11.0,Food,Detractor,6.0,Na,Ninja Creami,More free giveaways,0.073170731707317,"QID25,QID27,QID52",542.0
301,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ",,Anything with like fun events so we can meet new people ,Im a freshmen ,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Competition",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,Not too sure Im a freshmen ,5.0,5.0,10.0,10.0,0.0,Yes,,I will attend all events,"Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Didn’t hear about it,Bad timing,Didn’t interest me",,"Wednesday ,Thursday ,Friday ,Saturday ,Sunday",Evening (4pm–8pm) ,Yes,I like to stay in to study ,3–5 days before,"Email,Posters/flyers ",,Email ,Freshman,Data science ,New York ,Not really ,Nope,,"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,More events in general ,,,M,M,,,,,,Ninja Creami,,0.1282051282051282,"QID52,QID15,QID59,QID38,QID44",345.0
302,"Food Truck Festival,Spring Comedian at Severance Hall,Arts & Crafts (e.g., Brightening Blooms, UPBling),I'm a freshman!","Swag/giveaway events ,Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ",,Dance party,Im a freshman,"Free food/snacks,Socializing/meeting new people ,Performance",,"Mexican/Latin (tacos, burritos, empanadas),Indian/South Asian",,5 points cafe and bakery,0.0,0.0,0.0,0.0,0.0,Yes,25.0,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Didn’t hear about it,Bad timing",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Studying time,A week,"Social media ,Posters/flyers ",,Posters ,Freshman,World lit and classics,Cleveland ,No,Na,Na,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,Meeting people ,,,L,L,9.5,Mini projector ,,,,Hatch Alarm Clock,,0.0769230769230769,"QID44,QID52,QID59",579.0
303,"T-shirt or swag giveaways,Thwing Tuesday","Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ,Arts & Crafts  ",,Casino Night,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,Indian/South Asian,,,0.0,0.0,0.0,0.0,0.0,Yes,1000.0,Saturday afternoons ,"Huge (300-600 people),Medium (30-80 people)",Walk-in Only (First come first serve),Too crowded,,Saturday ,Evening (4pm–8pm) ,No,,A week,Email,,,Freshman,finance and pol sci,seattle,,,,,,Yes,,No,,,,,M,M,,,,,,Ninja Creami,,0.3157894736842105,"QID9,QID52,QID56,QID42,QID53,QID54,QID27,QID59,QID22,QID55,QID38,QID44",925.0
304,"UPBakery or other pop-up cafes (e.g., Matcha Pop-up)","Food Festivals ,Off-campus experiences or trips ,Concerts or live music ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Socializing/meeting new people ",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,,,,,,,Yes,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Sunday afternoons ,Sunday evenings ","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ",Either is fine,"Didn’t hear about it,Bad timing,Required registration,Didn’t interest me",,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Afternoon (12pm–4pm) ,Evening (4pm–8pm) ,Night (after 8pm)",Yes,,3–5 days before,Friends,,,Sophomore,Physics,Stl,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Usually,,No,,,,,L,L,11.5,,Detractor,5.0,,Ninja Creami,,0.3902439024390244,"QID9,QID8,QID52,QID42,QID19,QID53,QID24,QID10,QID54,QID15,QID27,QID59,QID22,QID55,QID38,QID44",400.0
305,"Food Truck Festival,T-shirt or swag giveaways,UPBakery or other pop-up cafes (e.g., Matcha Pop-up),Off-campus trips (e.g., Topgolf, NBA/Cavs game, Columbus trip),UPBeat Spring Concert,Spring Comedian at Severance Hall,Drone Show ,Thwing Tuesday,Club collaborations (Mahjong, Quidditch, Learn to Be, etc.) ","Swag/giveaway events ,Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ",,,,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Cultural representation",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,,5.0,15.0,100.0,100.0,0.0,Yes,,I will attend all events,"Large (80-150 people) ,Medium (30-80 people),Small (<20 people)",Either is fine,"Bad timing,Too crowded,Required registration,Event cost",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,A week,"Email,Social media ,Posters/flyers ,Friends",,Email and social media,Senior,Computer science cognitive science,Ashburn VA,Iranian,Bookstores reading,Nowruz,"Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,,,XL,XL,,Pins jackets,Passive,8.0,,Ninja Creami,,0.2195121951219512,"QID9,QID8,QID52,QID19,QID53,QID24,QID27,QID59,QID44",950.0
306,"UPBakery or other pop-up cafes (e.g., Matcha Pop-up)",Off-campus experiences or trips ,,UPB bingo,UPB Bingo,Free food/snacks,,Desserts/sweets focused,,,0.0,10.0,300.0,300.0,0.0,Yes,300.0,"Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ","Huge (300-600 people),Small (<20 people)",Either is fine,Didn’t hear about it,,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Wouldnt go ,A week,Social media ,,Insta,Junior,Bio ,Rochester NY,,Knitting ,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Usually,,No,,,,,L,XL,7.5,,Passive,8.0,,Ninja Creami,,0.2195121951219512,"QID52,QID42,QID53,QID24,QID27,QID59,QID55,QID38,QID44",392.0
307,I'm a freshman!,"Food Festivals ,Off-campus experiences or trips ,Major shows or performances (comedians, drone show, etc.) ",,Field trips,im a freshman,"Free food/snacks,Socializing/meeting new people ,Performance",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian,African/Caribbean,Desserts/sweets focused",,The Sweet Spot,20.0,100.0,1000.0,1000.0,5.0,Yes,10.0,"Friday evenings,Saturday afternoons ,Saturday evenings ",Huge (300-600 people),Either is fine,"Bad timing,Didn’t interest me",,"Friday ,Saturday ","Evening (4pm–8pm) ,Night (after 8pm)",Yes,I would not want to go out duringbefore finals,A week,"Social media ,Posters/flyers ,Friends",,Instagram or email,Freshman,Nursing,Chicago,Mexico,music,Dia de los muertos,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,opportunities to socialize,Other:,,S,M,,digital camera ,,,More advertisement,Ninja Creami,No,0.0,,629.0
308,"Spring Comedian at Severance Hall,I'm a freshman!","Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Major shows or performances (comedians, drone show, etc.) ",,,,"Socializing/meeting new people ,Learning new things ,Live entertainment",,"Mexican/Latin (tacos, burritos, empanadas),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Indian/South Asian",,,,,,,,No,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Large (80-150 people) ,Medium (30-80 people),Small (<20 people)", Require advance registration ,"Didn’t hear about it,Too crowded,Event cost,Didn’t interest me",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,A week,"Email,Social media ,Posters/flyers ",,,Freshman,Nutritional Biochemistry,Buffalo NY,Ukrainian,,,"Food and market experiences (West Side Market, Little Italy, AsiaTown),Outdoor/nature spots (Edgewater Beach, Cleveland Metroparks, Cuyahoga Valley National Park)",,Yes,,No,,,,,S,S,,Pins,,,,Air Fryer,,0.3157894736842105,"QID9,QID8,QID52,QID19,QID53,QID10,QID54,QID27,QID59,QID22,QID55,QID44",339.0
309,I'm a freshman!,"Food Festivals ,Pop-up cafes (e.g., bakery, matcha) ,Major shows or performances (comedians, drone show, etc.) ",,,,"Swag (shirts, water bottles, etc.) ",,"Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,,,,,,,Yes,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ", Require advance registration ,"Didn’t hear about it,Too crowded",,"Monday,Tuesday ,Wednesday ,Thursday ,Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,,Two weeks or more,"Email,Friends",,,Freshman,Biology,Maryland,,,,"Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum),Shopping/entertainment districts (Crocker Park, Pinecrest, Legacy Village)",,Yes,,No,,,Other:,Nuts,S,M,6.5,,,,,Ninja Creami,,0.358974358974359,"QID9,QID8,QID42,QID19,QID53,QID10,QID54,QID15,QID27,QID59,QID22,QID55,QID38,QID44",902.0
310,I'm a freshman!,"Food Festivals ,Swag/giveaway events ,Concerts or live music ",,More music festivals and parties,No im a freshman,"Free food/snacks,Swag (shirts, water bottles, etc.) ,Live entertainment",,"American comfort (burgers, BBQ, wings),Mexican/Latin (tacos, burritos, empanadas),Italian (pasta, pizza, gelato),Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,BIBIBOP ,0.0,0.0,0.0,0.0,0.0,No,,"Weekday lunchtime (12–2pm),Weekday late afternoon (4–6pm) ,Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ,I will attend all events","Gigantic (>1000 people),Huge (300-600 people),Large (80-150 people) ,Medium (30-80 people)",Either is fine,"Didn’t hear about it,Bad timing,Too crowded,Event cost,Didn’t interest me,Travel time",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,Yes,Two weeks or more,"Email,Social media ,Posters/flyers ,Friends,Tabling",,Email,Freshman,Biochemistry,Texas ,Cowboy western,No,No,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Food and market experiences (West Side Market, Little Italy, AsiaTown)",,Usually,Nope,No,,Food music and activities ,Other:,,S,S,,Everything ,,,No idea,Ninja Creami,No,0.0,,2157.0
311,I'm a freshman!,"Pop-up cafes (e.g., bakery, matcha) ,Concerts or live music ,Major shows or performances (comedians, drone show, etc.) ",,club showcase,,"Free food/snacks,Performance,Live entertainment",,"Asian (Chinese, Japanese, Korean, Thai, etc.),Mediterranean/Middle Eastern (Greek, Turkish, Lebanese),Desserts/sweets focused",,mitchells,0.0,15.0,0.0,0.0,5.0,No,,"Weekday evening (after 6pm) ,Friday evenings,Saturday afternoons ,Saturday evenings ,Sunday afternoons ,Sunday evenings ","Huge (300-600 people),Large (80-150 people) ",Either is fine,"Event cost,Didn’t interest me",,"Friday ,Saturday ,Sunday","Evening (4pm–8pm) ,Night (after 8pm)",Yes,depends on class but not willing to skip,3–5 days before,"Social media ,Posters/flyers ,Friends,Tabling",,flyers,Freshman,mechanical engineering ,bay area near sf,,,,"Sports games (Guardians, Cavs, Browns, Monsters),Concert venues (House of Blues, Rocket Mortgage FieldHouse, Blossom Music Center),Museums and cultural centers (Cleveland Museum of Art, Rock Hall, Natural History Museum)",,Yes,,No,,social events,Other:,,S,S,7.5,shirts hoodies,,,more outreach ,Air Fryer,,0.0526315789473684,"QID59,QID9",329.0
